hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,32,2016,April,17,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,397.0,0,Transient-Party,50.0,0.0,0.0,Canceled,2016-04-13
Resort Hotel,0,162,2016,April,17,19,0,3,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,78.56,0.0,0.0,Check-Out,2016-04-22
Resort Hotel,1,92,2016,April,17,19,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,52.2,0.0,0.0,Canceled,2016-01-19
Resort Hotel,1,40,2016,April,17,19,0,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0.0,0.0,Canceled,2016-03-10
Resort Hotel,1,208,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,Non Refund,273.0,,0,Transient,60.3,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,208,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,50.85,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,32,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,69.36,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,133,2016,April,17,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,2.0,Canceled,2016-01-12
Resort Hotel,1,208,2016,April,17,19,2,5,1,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,44.36,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,91,2016,April,17,19,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,53.1,0.0,0.0,Canceled,2016-03-14
Resort Hotel,1,96,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,50.85,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,208,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,Non Refund,273.0,,0,Transient,86.29,0.0,0.0,Canceled,2016-02-29
Resort Hotel,1,208,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,E,1,Non Refund,273.0,,0,Transient-Party,60.3,0.0,0.0,Canceled,2016-03-18
Resort Hotel,1,56,2016,April,17,19,2,7,2,2,1,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,118.0,0.0,0.0,Canceled,2016-02-24
Resort Hotel,1,90,2016,April,17,19,4,10,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,90.14,0.0,2.0,Canceled,2016-04-01
Resort Hotel,1,0,2016,April,17,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,392.0,0,Transient-Party,58.5,0.0,0.0,Canceled,2016-04-20
Resort Hotel,1,50,2016,April,17,20,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,121.0,0.0,0.0,Canceled,2016-03-09
Resort Hotel,1,28,2016,April,17,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,42.0,0.0,1.0,Canceled,2016-04-19
Resort Hotel,1,6,2016,April,17,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,73.0,0.0,0.0,Canceled,2016-04-18
Resort Hotel,1,66,2016,April,17,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,88.0,0.0,1.0,Canceled,2016-02-24
Resort Hotel,1,66,2016,April,17,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,94.0,0.0,1.0,Canceled,2016-02-24
Resort Hotel,1,31,2016,April,17,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,42.0,0.0,1.0,Canceled,2016-04-19
Resort Hotel,0,206,2016,April,17,21,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,52.98,1.0,2.0,Check-Out,2016-04-24
Resort Hotel,0,206,2016,April,17,21,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,46.98,0.0,2.0,Check-Out,2016-04-24
Resort Hotel,1,100,2016,April,17,21,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,44.1,0.0,0.0,Canceled,2016-04-01
Resort Hotel,1,116,2016,April,17,21,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.0,0.0,0.0,Canceled,2016-03-12
Resort Hotel,0,168,2016,April,17,21,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,58.95,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,1,93,2016,April,17,21,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,88.0,0.0,1.0,Canceled,2016-01-20
Resort Hotel,1,57,2016,April,17,22,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,95.0,0.0,0.0,Canceled,2016-03-03
Resort Hotel,0,191,2016,April,17,22,1,2,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,85.33,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,0,191,2016,April,17,22,1,2,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,85.33,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,0,191,2016,April,17,22,1,2,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,85.33,0.0,1.0,Check-Out,2016-04-25
Resort Hotel,0,191,2016,April,17,22,1,2,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,85.33,0.0,1.0,Check-Out,2016-04-25
Resort Hotel,0,191,2016,April,17,22,1,2,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient,85.33,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,1,191,2016,April,17,22,1,2,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,,,0,Transient-Party,92.0,0.0,0.0,Canceled,2016-04-15
Resort Hotel,1,92,2016,April,17,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.0,0.0,0.0,Canceled,2016-04-21
Resort Hotel,0,191,2016,April,17,22,1,2,3,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,,,0,Transient-Party,85.33,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,1,181,2016,April,17,22,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,44.1,0.0,1.0,Canceled,2015-12-19
Resort Hotel,0,191,2016,April,17,22,1,2,1,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,,,0,Transient-Party,0.0,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,1,7,2016,April,17,22,1,2,1,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,19.0,0.0,0.0,Canceled,2016-04-15
Resort Hotel,1,191,2016,April,17,22,1,2,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,92.0,0.0,0.0,Canceled,2016-04-15
Resort Hotel,1,83,2016,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,46.0,0.0,0.0,Canceled,2016-02-22
Resort Hotel,1,83,2016,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71.0,,0,Transient,58.0,0.0,0.0,Canceled,2016-02-22
Resort Hotel,1,83,2016,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,71.0,,0,Transient,70.0,0.0,0.0,Canceled,2016-02-22
Resort Hotel,1,42,2016,April,17,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,71.0,0.0,0.0,Canceled,2016-03-12
Resort Hotel,1,83,2016,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,46.0,0.0,0.0,Canceled,2016-02-02
Resort Hotel,1,80,2016,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,46.0,0.0,0.0,Canceled,2016-02-22
Resort Hotel,0,41,2016,April,17,22,2,5,2,0,0,FB,PRT,Online TA,TA/TO,0,0,0,E,I,1,No Deposit,,,0,Transient,122.0,0.0,1.0,Check-Out,2016-04-29
Resort Hotel,1,25,2016,April,17,23,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,87.0,0.0,0.0,Canceled,2016-03-29
Resort Hotel,1,35,2016,April,17,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0.0,0.0,Canceled,2016-03-29
Resort Hotel,0,197,2016,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,49.3,0.0,0.0,Check-Out,2016-04-25
Resort Hotel,1,106,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,0.0,Canceled,2016-01-18
Resort Hotel,1,61,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0.0,1.0,Canceled,2016-03-09
Resort Hotel,1,52,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0.0,1.0,Canceled,2016-04-22
Resort Hotel,1,27,2016,April,17,23,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0.0,0.0,Canceled,2016-03-30
Resort Hotel,1,36,2016,April,17,23,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.33,0.0,0.0,Canceled,2016-04-12
Resort Hotel,1,21,2016,April,17,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,79.0,0.0,0.0,Canceled,2016-04-07
Resort Hotel,1,98,2016,April,17,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0.0,1.0,Canceled,2016-01-29
Resort Hotel,1,106,2016,April,17,23,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,0.0,Canceled,2016-04-21
Resort Hotel,1,17,2016,April,17,23,2,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,178.0,0.0,0.0,Canceled,2016-04-06
Resort Hotel,1,229,2016,April,17,23,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,52.2,0.0,1.0,Canceled,2016-04-20
Resort Hotel,1,191,2016,April,17,23,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,101.7,0.0,1.0,Canceled,2015-11-17
Resort Hotel,0,218,2016,April,17,23,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,40.76,0.0,0.0,Check-Out,2016-04-30
Resort Hotel,1,80,2016,April,17,23,2,5,1,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,54.0,0.0,1.0,Canceled,2016-03-03
Resort Hotel,0,222,2016,April,17,23,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,156.0,,0,Transient,41.33,0.0,2.0,Check-Out,2016-04-30
Resort Hotel,1,103,2016,April,17,23,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.0,0.0,0.0,Canceled,2016-01-27
Resort Hotel,1,95,2016,April,17,23,4,10,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,95.0,,0,Transient-Party,47.0,0.0,0.0,Canceled,2016-02-11
Resort Hotel,1,95,2016,April,17,23,4,10,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,95.0,,0,Transient-Party,8.0,0.0,0.0,Canceled,2016-01-19
Resort Hotel,1,9,2016,April,18,24,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,81.0,0.0,0.0,Canceled,2016-04-20
Resort Hotel,1,143,2016,April,18,24,2,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0.0,0.0,Canceled,2016-01-05
Resort Hotel,1,62,2016,April,18,24,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,52.56,0.0,0.0,Canceled,2016-04-14
Resort Hotel,1,46,2016,April,18,24,2,3,1,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,67.5,0.0,0.0,Canceled,2016-03-30
Resort Hotel,1,42,2016,April,18,24,2,3,3,1,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,124.4,0.0,0.0,Canceled,2016-03-13
Resort Hotel,1,89,2016,April,18,24,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95.0,,0,Transient,52.2,0.0,0.0,Canceled,2016-03-31
Resort Hotel,0,167,2016,April,18,24,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,56.95,0.0,0.0,Check-Out,2016-05-01
Resort Hotel,1,72,2016,April,18,24,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,88.0,0.0,0.0,Canceled,2016-02-22
Resort Hotel,1,98,2016,April,18,25,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0.0,1.0,Canceled,2016-02-25
Resort Hotel,1,9,2016,April,18,25,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,43.12,0.0,0.0,Canceled,2016-04-17
Resort Hotel,1,53,2016,April,18,25,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0.0,1.0,Canceled,2016-03-07
Resort Hotel,1,138,2016,April,18,25,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,,,0,Transient,65.0,0.0,0.0,Canceled,2016-01-18
Resort Hotel,1,13,2016,April,18,25,1,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,110.0,0,Transient,85.0,0.0,0.0,Canceled,2016-04-19
Resort Hotel,1,18,2016,April,18,25,1,3,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0.0,0.0,Canceled,2016-04-13
Resort Hotel,1,110,2016,April,18,25,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,1.0,Canceled,2016-04-07
Resort Hotel,1,27,2016,April,18,25,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0.0,0.0,Canceled,2016-03-30
Resort Hotel,1,56,2016,April,18,25,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,47.0,0.0,1.0,Canceled,2016-04-21
Resort Hotel,1,13,2016,April,18,25,1,4,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,110.0,0,Transient,85.0,0.0,0.0,Canceled,2016-04-19
Resort Hotel,1,93,2016,April,18,25,2,5,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,125.0,0.0,1.0,Canceled,2016-01-27
Resort Hotel,1,93,2016,April,18,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.57,0.0,1.0,Canceled,2016-01-27
Resort Hotel,1,93,2016,April,18,25,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,113.57,0.0,0.0,Canceled,2016-01-27
Resort Hotel,1,13,2016,April,18,25,9,24,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,110.0,0,Transient,77.0,0.0,0.0,Canceled,2016-04-19
Resort Hotel,1,3,2016,April,18,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.0,0.0,0.0,Canceled,2016-04-23
Resort Hotel,0,7,2016,April,18,26,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient,30.0,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,0,189,2016,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient,46.0,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,1,189,2016,April,18,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,46.0,0.0,0.0,Canceled,2016-03-22
Resort Hotel,1,189,2016,April,18,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,46.0,0.0,0.0,Canceled,2016-03-11
Resort Hotel,0,189,2016,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,46.0,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,0,189,2016,April,18,26,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,248.0,,0,Transient-Party,30.0,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,0,189,2016,April,18,26,0,2,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,248.0,,0,Transient-Party,30.0,0.0,0.0,Check-Out,2016-04-28
Resort Hotel,1,27,2016,April,18,26,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,87.0,0.0,1.0,Canceled,2016-04-26
Resort Hotel,1,53,2016,April,18,26,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0.0,0.0,Canceled,2016-03-23
Resort Hotel,1,11,2016,April,18,26,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,96.0,0.0,0.0,Canceled,2016-04-25
Resort Hotel,1,26,2016,April,18,26,0,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,78.2,0.0,0.0,Canceled,2016-04-13
Resort Hotel,1,53,2016,April,18,26,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0.0,0.0,Canceled,2016-04-03
Resort Hotel,0,179,2016,April,18,26,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,82.95,0.0,1.0,Check-Out,2016-05-10
Resort Hotel,1,6,2016,April,18,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,72.0,0.0,0.0,Canceled,2016-04-22
Resort Hotel,1,6,2016,April,18,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,72.0,0.0,0.0,Canceled,2016-04-26
Resort Hotel,1,179,2016,April,18,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,1.0,Canceled,2016-03-16
Resort Hotel,1,12,2016,April,18,27,0,3,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385.0,,0,Transient-Party,85.33,0.0,0.0,Canceled,2016-04-27
Resort Hotel,1,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385.0,,0,Transient-Party,72.0,0.0,0.0,Canceled,2016-04-15
Resort Hotel,1,89,2016,April,18,27,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,125.67,0.0,1.0,Canceled,2016-03-08
Resort Hotel,1,91,2016,April,18,27,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.0,0.0,1.0,Canceled,2016-01-29
Resort Hotel,1,209,2016,April,18,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0.0,1.0,Canceled,2016-04-26
Resort Hotel,1,97,2016,April,18,27,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient,83.7,0.0,0.0,No-Show,2016-04-27
Resort Hotel,0,200,2016,April,18,27,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0.0,2.0,Check-Out,2016-05-02
Resort Hotel,1,66,2016,April,18,28,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,118.0,0.0,0.0,Canceled,2016-03-07
Resort Hotel,1,15,2016,April,18,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,65.0,0.0,0.0,Canceled,2016-04-13
Resort Hotel,1,27,2016,April,18,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0.0,0.0,Canceled,2016-04-04
Resort Hotel,1,113,2016,April,18,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0.0,2.0,Canceled,2016-04-16
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,80.0,0.0,0.0,Canceled,2016-01-19
Resort Hotel,0,206,2016,April,18,28,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,39.33,0.0,1.0,Check-Out,2016-05-02
Resort Hotel,1,43,2016,April,18,28,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,67.75,0.0,0.0,Canceled,2016-04-09
Resort Hotel,1,41,2016,April,18,29,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0.0,0.0,Canceled,2016-03-19
Resort Hotel,1,14,2016,April,18,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0.0,0.0,Canceled,2016-04-27
Resort Hotel,1,1,2016,April,18,29,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,56.0,0.0,0.0,No-Show,2016-04-29
Resort Hotel,1,0,2016,April,18,29,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,80.0,0.0,0.0,Canceled,2016-04-29
Resort Hotel,1,1,2016,April,18,29,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0.0,1.0,No-Show,2016-04-29
Resort Hotel,1,7,2016,April,18,29,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,154.0,0,Transient,23.0,0.0,0.0,Canceled,2016-04-22
Resort Hotel,1,65,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0.0,0.0,Canceled,2016-04-02
Resort Hotel,1,13,2016,April,18,29,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0.0,1.0,Canceled,2016-04-16
Resort Hotel,1,114,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0.0,0.0,Canceled,2016-04-04
Resort Hotel,1,34,2016,April,18,29,0,2,2,2,0,FB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,173.0,0.0,0.0,Canceled,2016-04-15
Resort Hotel,1,25,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,76.67,0.0,0.0,Canceled,2016-04-08
Resort Hotel,1,26,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,88.33,0.0,0.0,Canceled,2016-04-16
Resort Hotel,1,102,2016,April,18,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,113.0,0.0,1.0,Canceled,2016-01-19
